IF set: {'37'}  THEN set: {'1'}  CONFIDENCE: 0.9362745098039216
IF set: {'60', '39', '23', '104', '14', '40'}  THEN set: {'86'}  CONFIDENCE: 0.9606741573033708
IF set: {'104', '39', '23', '86', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '104', '39', '23', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8860103626943006
IF set: {'38', '23', '104', '14'}  THEN set: {'60', '39', '86', '40'}  CONFIDENCE: 0.9447513812154696
IF set: {'38', '23', '104', '14', '40'}  THEN set: {'60', '39', '86'}  CONFIDENCE: 0.8300970873786407
IF set: {'38', '60', '23', '104', '14'}  THEN set: {'39', '86', '40'}  CONFIDENCE: 0.95
IF set: {'38', '86', '23', '104', '14'}  THEN set: {'60', '39', '40'}  CONFIDENCE: 0.7566371681415929
IF set: {'38', '39', '23', '104', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.8181818181818182
IF set: {'38', '60', '23', '104', '14', '40'}  THEN set: {'39', '86'}  CONFIDENCE: 0.8382352941176471
IF set: {'38', '86', '23', '104', '14', '40'}  THEN set: {'60', '39'}  CONFIDENCE: 0.890625
IF set: {'38', '39', '23', '104', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.95
IF set: {'38', '60', '86', '23', '104', '14'}  THEN set: {'39', '40'}  CONFIDENCE: 0.7633928571428571
IF set: {'38', '60', '39', '23', '104', '14'}  THEN set: {'86', '40'}  CONFIDENCE: 0.8260869565217391
IF set: {'38', '104', '39', '23', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8769230769230769
IF set: {'38', '60', '86', '23', '104', '14', '40'}  THEN set: {'39'}  CONFIDENCE: 0.9
IF set: {'38', '60', '39', '23', '104', '14', '40'}  THEN set: {'86'}  CONFIDENCE: 0.9606741573033708
IF set: {'38', '60', '104', '39', '23', '86', '40'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '104', '39', '23', '86', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '104', '39', '23', '86', '14', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '104', '39', '23', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8860103626943006
IF set: {'38', '60', '104', '39', '86', '14', '40'}  THEN set: {'23'}  CONFIDENCE: 1.0
IF set: {'58', '56', '23', '36', '14'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8465346534653465
IF set: {'58', '56', '23', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '56', '23', '36', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8465346534653465
IF set: {'58', '56', '60', '23', '36', '14'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8507462686567164
IF set: {'58', '38', '56', '23', '36', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '56', '60', '23', '36', '14', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '56', '60', '23', '36', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8507462686567164
IF set: {'58', '56', '39', '23', '36'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8465346534653465
IF set: {'58', '56', '39', '23', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '56', '39', '23', '36'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8465346534653465
IF set: {'58', '56', '60', '39', '23', '36'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8507462686567164
IF set: {'58', '38', '56', '39', '23', '36', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '56', '60', '39', '23', '36', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '56', '60', '39', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8507462686567164
IF set: {'41', '56', '23', '36', '14'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'41', '56', '23', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '56', '23', '36', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'41', '56', '60', '23', '36', '14'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'38', '41', '56', '23', '36', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'41', '56', '60', '23', '36', '14', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '56', '60', '23', '36', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8341463414634146
IF set: {'58', '41', '39', '23', '36'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '41', '39', '23', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '39', '23', '36'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '41', '60', '39', '23', '36'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '38', '41', '39', '23', '36', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '60', '39', '23', '36', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '60', '39', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '41', '56', '23', '36'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '41', '56', '23', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '56', '23', '36'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '41', '56', '60', '23', '36'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '38', '41', '56', '23', '36', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '56', '60', '23', '36', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '56', '60', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '41', '23', '36', '14'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '41', '23', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '23', '36', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '41', '60', '23', '36', '14'}  THEN set: {'38', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '38', '41', '23', '36', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '60', '23', '36', '14', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '60', '23', '36', '14'}  THEN set: {'40'}  CONFIDENCE: 0.864321608040201
IF set: {'41', '56', '39', '23', '36'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'41', '56', '39', '23', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '56', '39', '23', '36'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'41', '56', '60', '39', '23', '36'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'38', '41', '56', '39', '23', '36', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'41', '56', '60', '39', '23', '36', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '56', '60', '39', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8423645320197044
IF set: {'56', '23', '36', '14', '59'}  THEN set: {'60', '38', '41', '40'}  CONFIDENCE: 0.8221153846153846
IF set: {'56', '23', '59', '36', '14', '40'}  THEN set: {'60', '38', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'41', '56', '23', '36', '14', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'38', '56', '23', '36', '14', '59'}  THEN set: {'60', '41', '40'}  CONFIDENCE: 0.8221153846153846
IF set: {'56', '60', '23', '36', '14', '59'}  THEN set: {'38', '41', '40'}  CONFIDENCE: 0.8260869565217391
IF set: {'41', '56', '23', '59', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'38', '56', '23', '59', '36', '14', '40'}  THEN set: {'60', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'56', '60', '23', '59', '36', '14', '40'}  THEN set: {'38', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '41', '56', '23', '36', '14', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'41', '56', '60', '23', '36', '14', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'38', '56', '60', '23', '36', '14', '59'}  THEN set: {'41', '40'}  CONFIDENCE: 0.8260869565217391
IF set: {'38', '41', '60', '23', '36', '40', '56', '14'}  THEN set: {'59'}  CONFIDENCE: 1.0
IF set: {'38', '41', '23', '36', '40', '59', '56', '14'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'41', '60', '23', '36', '40', '59', '56', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '23', '36', '40', '59', '56', '14'}  THEN set: {'41'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '41', '60', '23', '36', '59', '56', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8341463414634146
IF set: {'58', '41', '39', '23', '36', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '41', '39', '23', '59', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '39', '23', '36', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '41', '60', '39', '23', '36', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '38', '41', '60', '39', '23', '36', '40'}  THEN set: {'59'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '39', '23', '36', '40', '59'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '60', '39', '23', '36', '40', '59'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '60', '39', '23', '36', '59'}  THEN set: {'40'}  CONFIDENCE: 0.8472906403940886
IF set: {'58', '56', '23', '36', '59'}  THEN set: {'60', '38', '41', '40'}  CONFIDENCE: 0.8269230769230769
IF set: {'58', '56', '23', '59', '36', '40'}  THEN set: {'60', '38', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '41', '56', '23', '36', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '38', '56', '23', '36', '59'}  THEN set: {'60', '41', '40'}  CONFIDENCE: 0.8269230769230769
IF set: {'58', '56', '60', '23', '36', '59'}  THEN set: {'38', '41', '40'}  CONFIDENCE: 0.8309178743961353
IF set: {'58', '41', '56', '23', '59', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '56', '23', '59', '36', '40'}  THEN set: {'60', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '56', '60', '23', '59', '36', '40'}  THEN set: {'38', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '38', '41', '56', '23', '36', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '41', '56', '60', '23', '36', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '38', '56', '60', '23', '36', '59'}  THEN set: {'41', '40'}  CONFIDENCE: 0.8309178743961353
IF set: {'58', '38', '41', '60', '23', '36', '40', '56'}  THEN set: {'59'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '23', '36', '40', '59', '56'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '60', '23', '36', '40', '59', '56'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '60', '23', '36', '40', '59', '56'}  THEN set: {'41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '38', '41', '60', '23', '36', '59', '56'}  THEN set: {'40'}  CONFIDENCE: 0.8390243902439024
IF set: {'58', '23', '36', '14', '59'}  THEN set: {'60', '38', '41', '40'}  CONFIDENCE: 0.8269230769230769
IF set: {'58', '23', '59', '36', '14', '40'}  THEN set: {'60', '38', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '41', '23', '36', '14', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '38', '23', '36', '14', '59'}  THEN set: {'60', '41', '40'}  CONFIDENCE: 0.8269230769230769
IF set: {'58', '60', '23', '36', '14', '59'}  THEN set: {'38', '41', '40'}  CONFIDENCE: 0.8309178743961353
IF set: {'58', '41', '23', '59', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '23', '59', '36', '14', '40'}  THEN set: {'60', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '60', '23', '59', '36', '14', '40'}  THEN set: {'38', '41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '38', '41', '23', '36', '14', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '41', '60', '23', '36', '14', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.864321608040201
IF set: {'58', '38', '60', '23', '36', '14', '59'}  THEN set: {'41', '40'}  CONFIDENCE: 0.8309178743961353
IF set: {'58', '38', '41', '60', '23', '36', '40', '14'}  THEN set: {'59'}  CONFIDENCE: 1.0
IF set: {'58', '38', '41', '23', '36', '40', '59', '14'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '41', '60', '23', '36', '40', '59', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '60', '23', '36', '40', '59', '14'}  THEN set: {'41'}  CONFIDENCE: 0.9942196531791907
IF set: {'58', '38', '41', '60', '23', '36', '59', '14'}  THEN set: {'40'}  CONFIDENCE: 0.864321608040201
IF set: {'56', '39', '23', '36', '59'}  THEN set: {'60', '38', '41', '40'}  CONFIDENCE: 0.8300970873786407
IF set: {'56', '39', '23', '59', '36', '40'}  THEN set: {'60', '38', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'41', '56', '39', '23', '36', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'38', '56', '39', '23', '36', '59'}  THEN set: {'60', '41', '40'}  CONFIDENCE: 0.8300970873786407
IF set: {'56', '60', '39', '23', '36', '59'}  THEN set: {'38', '41', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'41', '56', '39', '23', '59', '36', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'38', '56', '39', '23', '59', '36', '40'}  THEN set: {'60', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'56', '60', '39', '23', '59', '36', '40'}  THEN set: {'38', '41'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '41', '56', '39', '23', '36', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'41', '56', '60', '39', '23', '36', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8423645320197044
IF set: {'38', '56', '60', '39', '23', '36', '59'}  THEN set: {'41', '40'}  CONFIDENCE: 0.8341463414634146
IF set: {'38', '41', '60', '39', '23', '36', '40', '56'}  THEN set: {'59'}  CONFIDENCE: 1.0
IF set: {'38', '41', '39', '23', '36', '40', '59', '56'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'41', '60', '39', '23', '36', '40', '59', '56'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '39', '23', '36', '40', '59', '56'}  THEN set: {'41'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '41', '60', '39', '23', '36', '59', '56'}  THEN set: {'40'}  CONFIDENCE: 0.8423645320197044
IF set: {'58', '39', '23', '36', '14', '59'}  THEN set: {'60', '38', '40'}  CONFIDENCE: 0.8374384236453202
IF set: {'58', '39', '23', '59', '36', '14', '40'}  THEN set: {'60', '38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '39', '23', '36', '14', '59'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8374384236453202
IF set: {'58', '60', '39', '23', '36', '14', '59'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8415841584158416
IF set: {'58', '38', '39', '23', '36', '40', '59', '14'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'58', '60', '39', '23', '36', '40', '59', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'58', '38', '60', '39', '23', '36', '59', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8415841584158416
IF set: {'92', '23', '36', '56'}  THEN set: {'38', '40'}  CONFIDENCE: 0.8730964467005076
IF set: {'56', '92', '23', '36', '40'}  THEN set: {'38'}  CONFIDENCE: 1.011764705882353
IF set: {'38', '56', '92', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8775510204081632
IF set: {'56', '92', '39', '23', '36'}  THEN set: {'40'}  CONFIDENCE: 0.8629441624365483
IF set: {'92', '23', '104', '40'}  THEN set: {'60'}  CONFIDENCE: 1.0647058823529412
IF set: {'92', '38', '23', '104'}  THEN set: {'40'}  CONFIDENCE: 0.8300970873786407
IF set: {'92', '23', '104', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8854166666666666
IF set: {'58', '38', '41', '56', '60', '14', '59'}  THEN set: {'39'}  CONFIDENCE: 0.7048192771084337
IF set: {'36', '59'}  THEN set: {'60', '41', '14', '92'}  CONFIDENCE: 0.7543859649122807
IF set: {'60', '36', '59'}  THEN set: {'92', '41', '14'}  CONFIDENCE: 0.7624113475177305
IF set: {'38', '36', '59'}  THEN set: {'60', '41', '14', '92'}  CONFIDENCE: 0.7570422535211268
IF set: {'60', '38', '36', '59'}  THEN set: {'92', '41', '14'}  CONFIDENCE: 0.7624113475177305
IF set: {'104', '56'}  THEN set: {'60'}  CONFIDENCE: 0.9685393258426966
IF set: {'92', '38', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9080118694362018
IF set: {'92', '104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9080118694362018
IF set: {'60', '38', '104', '92'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'92', '38', '104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9080118694362018
IF set: {'60', '104', '14', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9157894736842105
IF set: {'60', '104', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'60', '38', '104'}  THEN set: {'14'}  CONFIDENCE: 0.8538587848932676
IF set: {'38', '104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9106830122591943
IF set: {'39', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9346049046321526
IF set: {'60', '39', '104'}  THEN set: {'92'}  CONFIDENCE: 0.7696793002915452
IF set: {'92', '39', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9263157894736842
IF set: {'39', '38', '104'}  THEN set: {'60', '92'}  CONFIDENCE: 0.7193460490463215
IF set: {'60', '39', '38', '104'}  THEN set: {'92'}  CONFIDENCE: 0.7696793002915452
IF set: {'92', '39', '38', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9263157894736842
IF set: {'39', '104', '14'}  THEN set: {'60', '92'}  CONFIDENCE: 0.7193460490463215
IF set: {'60', '39', '104', '14'}  THEN set: {'92'}  CONFIDENCE: 0.7696793002915452
IF set: {'92', '39', '104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9263157894736842
IF set: {'39', '38', '104', '14'}  THEN set: {'60', '92'}  CONFIDENCE: 0.7193460490463215
IF set: {'38', '60', '104', '14', '92'}  THEN set: {'39'}  CONFIDENCE: 0.8627450980392157
IF set: {'38', '60', '39', '104', '14'}  THEN set: {'92'}  CONFIDENCE: 0.7696793002915452
IF set: {'38', '92', '39', '104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9263157894736842
IF set: {'60', '38', '104', '14'}  THEN set: {'39'}  CONFIDENCE: 0.6596153846153846
IF set: {'27', '56'}  THEN set: {'104', '94'}  CONFIDENCE: 0.6979591836734694
IF set: {'27', '94'}  THEN set: {'104', '56'}  CONFIDENCE: 0.7184873949579832
IF set: {'56', '94'}  THEN set: {'27', '104'}  CONFIDENCE: 0.9771428571428571
IF set: {'27', '56', '94'}  THEN set: {'104'}  CONFIDENCE: 0.9661016949152542
IF set: {'27', '104', '56'}  THEN set: {'94'}  CONFIDENCE: 0.7844036697247706
IF set: {'27', '104', '94'}  THEN set: {'56'}  CONFIDENCE: 0.7808219178082192
IF set: {'104', '56', '94'}  THEN set: {'27'}  CONFIDENCE: 1.0058823529411764
IF set: {'27', '105', '56'}  THEN set: {'94'}  CONFIDENCE: 0.729957805907173
IF set: {'27', '105', '94'}  THEN set: {'56'}  CONFIDENCE: 0.7757847533632287
IF set: {'105', '56', '94'}  THEN set: {'27'}  CONFIDENCE: 0.8826530612244898
IF set: {'51', '27', '94'}  THEN set: {'104'}  CONFIDENCE: 0.9293478260869565
IF set: {'51', '104', '94'}  THEN set: {'27'}  CONFIDENCE: 0.7215189873417721
IF set: {'51', '94'}  THEN set: {'60', '27'}  CONFIDENCE: 0.650375939849624
IF set: {'60', '27', '94'}  THEN set: {'51'}  CONFIDENCE: 0.8160377358490566
IF set: {'60', '51', '94'}  THEN set: {'27'}  CONFIDENCE: 0.762114537444934
IF set: {'51', '105', '94'}  THEN set: {'27'}  CONFIDENCE: 0.7394957983193278
IF set: {'27', '23'}  THEN set: {'60', '94'}  CONFIDENCE: 0.9243243243243243
IF set: {'23', '94'}  THEN set: {'60', '27'}  CONFIDENCE: 0.7402597402597403
IF set: {'60', '27', '23'}  THEN set: {'94'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '23', '94'}  THEN set: {'27'}  CONFIDENCE: 0.7880184331797235
IF set: {'27', '23', '94'}  THEN set: {'60'}  CONFIDENCE: 1.0
IF set: {'27', '23', '105'}  THEN set: {'60', '94'}  CONFIDENCE: 0.9606741573033708
IF set: {'23', '105', '94'}  THEN set: {'60', '27'}  CONFIDENCE: 0.8028169014084507
IF set: {'60', '27', '23', '105'}  THEN set: {'94'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '23', '105', '94'}  THEN set: {'27'}  CONFIDENCE: 0.8260869565217391
IF set: {'60', '27', '23', '94'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'27', '23', '105', '94'}  THEN set: {'60'}  CONFIDENCE: 0.9606741573033708
IF set: {'60', '27', '105', '94'}  THEN set: {'23'}  CONFIDENCE: 0.8066037735849056
IF set: {'27', '23', '104'}  THEN set: {'60', '94'}  CONFIDENCE: 0.9606741573033708
IF set: {'23', '104', '94'}  THEN set: {'60', '27'}  CONFIDENCE: 0.7566371681415929
IF set: {'60', '27', '23', '104'}  THEN set: {'94'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '23', '104', '94'}  THEN set: {'27'}  CONFIDENCE: 0.7880184331797235
IF set: {'27', '23', '104', '94'}  THEN set: {'60'}  CONFIDENCE: 0.9243243243243243
IF set: {'60', '27', '104', '94'}  THEN set: {'23'}  CONFIDENCE: 0.8341463414634146
IF set: {'105', '27', '23', '104'}  THEN set: {'60', '94'}  CONFIDENCE: 0.9827586206896551
IF set: {'105', '23', '104', '94'}  THEN set: {'60', '27'}  CONFIDENCE: 0.8028169014084507
IF set: {'105', '27', '104', '94'}  THEN set: {'60', '23'}  CONFIDENCE: 0.8066037735849056
IF set: {'27', '105', '60', '23', '104'}  THEN set: {'94'}  CONFIDENCE: 0.9243243243243243
IF set: {'105', '60', '23', '104', '94'}  THEN set: {'27'}  CONFIDENCE: 0.8260869565217391
